Year,Revenue,Quantity,GrossMargin,SaleID,RetailerCountry,OrderMethod,RetailerType,ProductLine,ProductType,Product,Quarter
2018,64003.26,465.0,0.3869019,SaleID_207,Canada,Mail,Sports Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,Q3 2018
2018,83841.28,338.0,0.40814629,SaleID_208,Canada,Mail,Sports Store,Outdoor Protection,Watches,Mountain Man Extreme,Q3 2018
2018,21156.0,142.0,0.33905585,SaleID_209,Canada,Mail,Sports Store,Outdoor Protection,Eyewear,Polar Sun,Q3 2018
2018,12602.0,72.0,0.30165733,SaleID_210,Canada,Mail,Sports Store,Personal Accessories,Knives,Double Edge,Q3 2018
2018,35944.6,112.0,0.31126435,SaleID_211,Canada,E-mail,Department Store,Personal Accessories,Cooking Gear,TrailChef Kettle,Q3 2018
2018,4304.2,132.0,0.52422387,SaleID_212,Canada,E-mail,Department Store,Sports Equipment,Cooking Gear,TrailChef Utensils,Q3 2018
2018,20215.06,3059.0,0.64221884,SaleID_213,Canada,E-mail,Department Store,Sports Equipment,Tents,Star Gazer 2,Q3 2018
2018,5905.45,1199.0,0.60587629,SaleID_214,Canada,E-mail,Department Store,Personal Accessories,Sleeping Bags,Hibernator Pad,Q3 2018
2018,12587.9,2659.0,0.61638298,SaleID_215,Canada,E-mail,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,Q3 2018
2018,3368.3,147.0,0.61070985,SaleID_216,Canada,E-mail,Department Store,Camping Equipment,Lanterns,EverGlow Double,Q3 2018
2018,4137.22,101.0,0.51956351,SaleID_217,Canada,E-mail,Department Store,Personal Accessories,Lanterns,Flicker Lantern,Q3 2018
2018,340.0,1.0,0.42575,SaleID_218,Mexico,Mail,Outdoors Shop,Personal Accessories,Cooking Gear,TrailChef Deluxe Cook Set,Q3 2018
2018,11944.0,65.0,0.453769,SaleID_219,Mexico,Mail,Outdoors Shop,Mountaineering Equipment,Sleeping Bags,Hibernator,Q3 2018
2018,19526.8,620.0,0.33391542,SaleID_220,Mexico,Mail,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,Q3 2018
2018,18320.55,425.0,0.46606056,,,,,,,,
2018,12331.05,609.0,0.40465786,SaleID_222,Mexico,Mail,Outdoors Shop,Personal Accessories,Rope,Husky Rope 50,Q3 2018
2018,5700.0,37.0,0.37,SaleID_223,Mexico,Mail,Outdoors Shop,Personal Accessories,Rope,Husky Rope 60,Q3 2018
2018,4384.0,20.0,0.35747899,SaleID_224,Mexico,Mail,Outdoors Shop,Personal Accessories,Rope,Husky Rope 100,Q3 2018
2018,21703.34,1740.0,0.52729686,SaleID_225,Mexico,Mail,Outdoors Shop,Personal Accessories,Safety,Granite Signal Mirror,Q3 2018
2018,36380.64,178.0,0.62336955,SaleID_226,Mexico,Mail,Outdoors Shop,Sports Equipment,Insect Repellents,BugShield Extreme,Q3 2018
2018,5357.34,508.0,0.7780462,SaleID_227,Mexico,Mail,Outdoors Shop,Personal Accessories,Sunscreen,Sun Shelter Stick,Q3 2018
2018,17456.76,2806.0,0.5366559,SaleID_228,Mexico,Mail,Outdoors Shop,Camping Equipment,Sunscreen,Sun Shelter 30,Q3 2018
2018,16863.34,728.0,0.32009095,SaleID_229,Mexico,Mail,Outdoors Shop,Personal Accessories,First Aid,Compact Relief Kit,Q3 2018
2018,35007.26,664.0,0.34681016,SaleID_230,Mexico,Web,Mall,Personal Accessories,Watches,Mountain Man Digital,Q3 2018
2018,6405.53,135.0,0.37722211,SaleID_231,Mexico,Web,Mall,Personal Accessories,Watches,Infinity,Q3 2018
2018,28059.0,385.0,0.42153475,SaleID_232,Mexico,Web,Mall,Personal Accessories,Watches,TX,Q3 2018
2018,41319.0,184.0,0.46689852,SaleID_233,Mexico,Web,Mall,Personal Accessories,Eyewear,Cat Eye,Q3 2018
2018,5805.7,56.0,0.53972291,SaleID_234,Mexico,Web,Mall,Personal Accessories,Eyewear,Dante,Q3 2018
2018,4427.9,115.0,0.34315927,SaleID_235,Mexico,Web,Mall,Personal Accessories,Eyewear,Fairway,Q3 2018
2018,12877.6,18.0,0.39642625,SaleID_236,Mexico,Web,Mall,Camping Equipment,Binoculars,Ranger Vision,Q3 2018
2018,41208.55,597.0,0.41396584,SaleID_237,Mexico,Web,Mall,Camping Equipment,Navigation,Trail Scout,Q3 2018
2018,22127.333620102218,255.0,0.32641676,,,,,,,,
2018,22876.0,314.0,0.4217255,SaleID_239,Mexico,Web,Mall,Camping Equipment,Golf Accessories,Course Pro Umbrella,Q3 2018
2018,26181.8,858.0,0.32811915,SaleID_240,Mexico,Web,Mall,Camping Equipment,Golf Accessories,Course Pro Golf Bag,Q3 2018
2018,20633.5,509.0,0.40330801,SaleID_241,Mexico,Web,Mall,Camping Equipment,Golf Accessories,Course Pro Gloves,Q3 2018
2018,5680.05,109.0,0.45870566,SaleID_242,Mexico,Web,Department Store,Personal Accessories,Cooking Gear,TrailChef Water Bag,Q3 2018
2018,5943.28,1006.0,0.5357732,SaleID_243,Mexico,Web,Department Store,Personal Accessories,Cooking Gear,TrailChef Kitchen Kit,Q3 2018
2018,6717.8,196.0,0.59841911,SaleID_244,Mexico,Web,Department Store,Sports Equipment,Cooking Gear,TrailChef Cook Set,Q3 2018
2018,61196.38,124.0,0.45535634,,,,,,,,
2018,60268.96,74.0,0.45955007,SaleID_246,Mexico,Web,Department Store,Personal Accessories,Watches,Mountain Man Analog,Q3 2018
2018,9334.0,2432.0,0.49421053,SaleID_247,Mexico,Web,Department Store,Outdoor Protection,Watches,Venue,Q3 2018
2018,13194.2,201.0,0.48613982,SaleID_248,Mexico,Web,Department Store,Outdoor Protection,Watches,Infinity,Q3 2018
2018,10383.94,281.0,0.51217037,SaleID_249,Mexico,Web,Department Store,Personal Accessories,Eyewear,Polar Ice,Q3 2018
2018,7383.36,931.0,0.46606056,SaleID_250,Mexico,Web,Department Store,Personal Accessories,Eyewear,Capri,Q3 2018
2018,33425.56,533.0,0.27099426,SaleID_251,Mexico,Sales visit,Department Store,Camping Equipment,Tents,Star Gazer 6,Q3 2018
2018,77200.87,233.0,0.37084729,,,,,,,,
2018,4475.12,70.0,0.37851104,SaleID_253,Mexico,Sales visit,Department Store,Personal Accessories,Packs,Canyon Mule Carryall,Q3 2018
2018,7555.42,1283.0,0.69041237,SaleID_254,Mexico,Sales visit,Department Store,Personal Accessories,Lanterns,Firefly Multi-light,Q3 2018
2018,4849.9,1340.0,0.77056338,SaleID_255,Brazil,Web,Mall,Camping Equipment,Watches,Venue,Q3 2018
2018,32797.96,523.0,0.27099426,SaleID_256,Brazil,Web,Mall,Sports Equipment,Eyewear,Zone,Q3 2018
2018,586.0,83.0,0.53833333,SaleID_257,Brazil,Web,Mall,Personal Accessories,Eyewear,Hawk Eye,Q3 2018
2018,55960.48,66.0,0.44751289,SaleID_258,Brazil,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,Q3 2018
2018,83737.4,72.0,0.43250716,SaleID_259,Brazil,Web,Department Store,Personal Accessories,Sunscreen,Sun Shield,Q3 2018
2018,36059.14,44.0,0.45845066,SaleID_260,Brazil,Web,Department Store,Personal Accessories,First Aid,Deluxe Family Relief Kit,Q3 2018
2018,4370.29,413.0,0.7780462,SaleID_261,Brazil,Web,Department Store,Camping Equipment,Irons,Lady Hailstorm Steel Irons,Q3 2018
2018,15487.08,2460.0,0.54194888,SaleID_262,Brazil,Web,Department Store,Sports Equipment,Irons,Lady Hailstorm Titanium Irons,Q3 2018
2018,13792.37,595.0,0.32009095,SaleID_263,Japan,Fax,Outdoors Shop,Camping Equipment,Climbing Accessories,Granite Carabiner,Q3 2018
2018,3660.65,1005.0,0.77056338,SaleID_264,Japan,Fax,Outdoors Shop,Personal Accessories,Climbing Accessories,Granite Belay,Q3 2018
2018,30419.75,577.0,0.34681016,SaleID_265,Japan,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Q3 2018
2018,22127.333620102218,498.0,0.27099426,SaleID_266,Japan,Fax,Outdoors Shop,Camping Equipment,Climbing Accessories,Firefly Rechargeable Battery,Q3 2018
2018,16419.34,1288.0,0.60732072,SaleID_267,Japan,Mail,Online Retailer,Mountaineering Equipment,Cooking Gear,TrailChef Single Flame,Q3 2018
2018,13103.45,697.0,0.47552646,SaleID_268,Japan,Mail,Online Retailer,Camping Equipment,Packs,Canyon Mule Journey Backpack,Q3 2018
2018,13876.95,409.0,0.47706056,SaleID_269,Japan,Mail,Online Retailer,Mountaineering Equipment,Lanterns,EverGlow Butane,Q3 2018
2018,15127.86,559.0,0.34395107,SaleID_270,Japan,Mail,Online Retailer,Sports Equipment,Insect Repellents,BugShield Natural,Q3 2018
2018,7044.16,206.0,0.55112808,SaleID_271,Japan,Mail,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cup,Q3 2018
2018,2760.0,382.0,0.74142857,SaleID_272,Japan,Mail,Sports Store,Personal Accessories,Cooking Gear,TrailChef Single Flame,Q3 2018
2018,586.0,83.0,0.53833333,SaleID_273,Japan,Mail,Sports Store,Personal Accessories,First Aid,Calamine Relief,Q3 2018
2018,1078.01,189.0,0.64288719,SaleID_274,Japan,Mail,Sports Store,Camping Equipment,Irons,Hailstorm Titanium Irons,Q3 2018
2018,3884.1,81.0,0.3836952,SaleID_275,Japan,Mail,Sports Store,Outdoor Protection,Woods,Hailstorm Titanium Woods Set,Q3 2018
2018,12839.38,136.0,0.53666456,SaleID_276,Japan,Mail,Sports Store,Personal Accessories,Woods,Lady Hailstorm Steel Woods Set,Q3 2018
2018,20282.4,119.0,0.48266232,SaleID_277,Japan,Mail,Sports Store,Personal Accessories,Golf Accessories,Course Pro Gloves,Q3 2018
2018,13390.4,298.0,0.39229098,SaleID_278,Japan,E-mail,Department Store,Personal Accessories,Cooking Gear,TrailChef Water Bag,Q3 2018
2018,76980.0,414.0,0.45755749,SaleID_279,Japan,E-mail,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Q3 2018
2018,22568.7,177.0,0.48371766,SaleID_280,Japan,E-mail,Department Store,Camping Equipment,Cooking Gear,TrailChef Cup,Q3 2018
2018,27768.41,37.0,0.39015954,SaleID_281,Japan,E-mail,Department Store,Personal Accessories,Cooking Gear,TrailChef Cook Set,Q3 2018
2018,6188.5,3077.0,0.50494949,SaleID_282,Japan,E-mail,Department Store,Mountaineering Equipment,Cooking Gear,TrailChef Single Flame,Q3 2018
2018,47716.9,347.0,0.3869019,SaleID_283,Japan,E-mail,Department Store,Personal Accessories,Cooking Gear,TrailChef Kettle,Q3 2018
2018,60752.41,509.0,0.5540107,SaleID_284,Japan,E-mail,Department Store,Personal Accessories,Cooking Gear,TrailChef Utensils,Q3 2018
2018,26616.7,278.0,0.33379595,,,,,,,,
2018,41328.32,5306.0,0.60475429,SaleID_286,Japan,E-mail,Direct Marketing,Personal Accessories,Lanterns,EverGlow Single,Q3 2018
2018,16999.12,960.0,0.52643991,SaleID_287,Japan,E-mail,Direct Marketing,Personal Accessories,Lanterns,EverGlow Lamp,Q3 2018
2018,13133.42,115.0,0.49950928,SaleID_288,Japan,E-mail,Direct Marketing,Personal Accessories,Lanterns,Flicker Lantern,Q3 2018
2018,2012.4,22.0,0.57996444,SaleID_289,Japan,E-mail,Direct Marketing,Personal Accessories,Insect Repellents,BugShield Lotion Lite,Q3 2018
2018,5635.0,84.0,0.45560434,SaleID_290,Japan,E-mail,Direct Marketing,Sports Equipment,First Aid,Calamine Relief,Q3 2018
2018,1632.0,42.0,0.34315927,SaleID_291,Japan,E-mail,Direct Marketing,Personal Accessories,First Aid,Aloe Relief,Q3 2018
2018,51808.1,1752.0,0.32856788,SaleID_292,Japan,Web,Mall,Personal Accessories,Watches,Mountain Man Analog,Q3 2018
2018,19432.0,56.0,0.34530364,SaleID_293,Japan,Web,Mall,Camping Equipment,Watches,Mountain Man Combination,Q3 2018
2018,13229.92,2258.0,0.69041237,,,,,,,,
2018,12351.2,2082.0,0.6993039,,,,,,,,
2018,5368.48,770.0,0.67034985,SaleID_296,Japan,Web,Mall,Camping Equipment,Watches,Lux,Q3 2018
2018,9233.6,1866.0,0.61204082,SaleID_297,Japan,Web,Mall,Personal Accessories,Watches,Sam,Q3 2018
2018,56070.46,461.0,0.46606056,SaleID_298,Japan,Web,Mall,Personal Accessories,Watches,TX,Q3 2018
2018,63451.18,461.0,0.3869019,SaleID_299,Japan,Web,Department Store,Personal Accessories,Watches,Kodiak,Q3 2018
2018,71878.24,290.0,0.40814629,,,,,,,,
2018,6659.14,293.0,0.61070985,,,,,,,,
2018,821.74,140.0,0.64288719,SaleID_302,Japan,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,Q3 2018
2018,1036.0,158.0,0.55,SaleID_303,Japan,Web,Outdoors Shop,Personal Accessories,Tents,Star Peg,Q3 2018
2018,32942.74,44.0,0.3833775,SaleID_304,Japan,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,Q3 2018
2018,22127.333620102218,1903.0,0.49453608,,,,,,,,
2018,55226.68,653.0,0.30145017,SaleID_306,Japan,Web,Outdoors Shop,Personal Accessories,Sleeping Bags,Hibernator Self - Inflating Mat,Q3 2018
2018,24624.15,207.0,0.5540107,SaleID_307,Japan,Web,Outdoors Shop,Mountaineering Equipment,Sleeping Bags,Hibernator Camp Cot,Q3 2018
2018,6314.56,365.0,0.53453271,SaleID_308,Japan,Web,Outdoors Shop,Personal Accessories,Climbing Accessories,Firefly Rechargeable Battery,Q3 2018
2018,39776.84,406.0,0.34560737,SaleID_309,Japan,Web,Outdoors Shop,Camping Equipment,Climbing Accessories,Granite Chalk Bag,Q3 2018
2018,10242.92,215.0,0.3800039,,,,,,,,
2018,3810.98,93.0,0.51956351,,,,,,,,
2018,8057.0,111.0,0.42068493,,,,,,,,
2018,18580.0,83.0,0.45931602,,,,,,,,
2018,7456.8,46.0,0.48476077,SaleID_314,Japan,Web,Sports Store,Mountaineering Equipment,Eyewear,Polar Sports,Q3 2018
2018,79027.36,131.0,0.36277197,SaleID_315,Japan,Web,Sports Store,Camping Equipment,Eyewear,Polar Wave,Q3 2018
2018,49580.34,64.0,0.39601877,SaleID_316,Japan,Web,Sports Store,Sports Equipment,Eyewear,Bella,Q3 2018
2018,4794.2,2397.0,0.49979592,SaleID_317,Japan,Web,Sports Store,Personal Accessories,Eyewear,Capri,Q3 2018
2018,50087.6,1628.0,0.33166717,SaleID_318,Japan,Web,Sports Store,Camping Equipment,Eyewear,Cat Eye,Q3 2018
2018,45953.2,1066.0,0.36178723,,,,,,,,
2018,11202.65,553.0,0.40583973,,,,,,,,
2018,30692.25,475.0,0.40561392,SaleID_321,Japan,Web,Sports Store,Mountaineering Equipment,Navigation,Sky Pilot,Q3 2018
2018,58284.0,717.0,0.49935996,SaleID_322,Japan,Web,Sports Store,Camping Equipment,Insect Repellents,BugShield Natural,Q3 2018
2018,82923.4,803.0,0.48843327,SaleID_323,Japan,Web,Sports Store,Mountaineering Equipment,Insect Repellents,BugShield Spray,Q3 2018
2018,9446.26,291.0,0.52422387,SaleID_324,Japan,Web,Sports Store,Camping Equipment,Insect Repellents,BugShield Lotion,Q3 2018
2018,14124.8,3732.0,0.4887234,SaleID_325,Japan,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,Q3 2018
2018,17142.2,261.0,0.48613982,SaleID_326,Singapore,Fax,Outdoors Shop,Sports Equipment,Cooking Gear,TrailChef Deluxe Cook Set,Q3 2018
2018,15065.16,408.0,0.51217037,,,,,,,,
2018,8439.85,217.0,0.43768755,SaleID_328,Singapore,Fax,Outdoors Shop,Mountaineering Equipment,Sleeping Bags,Hibernator,Q3 2018
2018,14594.8,284.0,0.57498054,SaleID_329,Singapore,Fax,Outdoors Shop,Personal Accessories,Sleeping Bags,Hibernator Extreme,Q3 2018
2018,34240.02,103.0,0.4879303,,,,,,,,
2018,10168.48,1750.0,0.68708333,SaleID_331,Singapore,Fax,Outdoors Shop,Mountaineering Equipment,First Aid,Compact Relief Kit,Q3 2018
2018,22695.72,3436.0,0.64221884,SaleID_332,Singapore,Fax,Outdoors Shop,Personal Accessories,First Aid,Aloe Relief,Q3 2018
2018,5721.15,1161.0,0.60587629,SaleID_333,Singapore,Fax,Outdoors Shop,Mountaineering Equipment,First Aid,Insect Bite Relief,Q3 2018
2018,13128.4,2774.0,0.61638298,SaleID_334,Singapore,Phone,Department Store,Personal Accessories,Tents,Star Gazer 6,Q3 2018
2018,3638.78,159.0,0.61070985,SaleID_335,Singapore,Phone,Department Store,Outdoor Protection,Tents,Star Peg,Q3 2018
2018,12132.28,3430.0,0.76783476,SaleID_336,Singapore,Phone,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,Q3 2018
2018,45663.76,728.0,0.27099426,SaleID_337,Singapore,Phone,Department Store,Sports Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,Q3 2018
2018,87010.72,106.0,0.45955007,SaleID_338,Singapore,Phone,Department Store,Personal Accessories,Sleeping Bags,Hibernator Pillow,Q3 2018
2018,83188.48,129.0,0.48786745,SaleID_339,Singapore,Phone,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Q3 2018
2018,23613.63,2305.0,0.73575906,SaleID_340,Singapore,Web,Mall,Outdoor Protection,Watches,Mountain Man Analog,Q3 2018
2018,42667.15,87.0,0.45535634,SaleID_341,Singapore,Web,Mall,Mountaineering Equipment,Watches,Mountain Man Digital,Q3 2018
2018,67737.43,81.0,0.45845066,SaleID_342,Singapore,Web,Mall,Camping Equipment,Watches,Venue,Q3 2018
2018,48150.57,285.0,0.46933212,SaleID_343,Singapore,Web,Mall,Personal Accessories,Watches,Infinity,Q3 2018
2018,7726.26,736.0,0.7780462,SaleID_344,Singapore,Web,Mall,Camping Equipment,Watches,Lux,Q3 2018
2018,49718.93,943.0,0.34681016,SaleID_345,Singapore,Web,Department Store,Personal Accessories,Tents,Star Dome,Q3 2018
2018,44895.24,316.0,0.4842745,,,,,,,,
2018,41766.44,601.0,0.25468085,,,,,,,,
2018,21912.7,359.0,0.29363339,SaleID_348,Singapore,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,Q3 2018
2018,52317.0,507.0,0.48843327,SaleID_349,Singapore,Web,Department Store,Personal Accessories,Tents,Star Peg,Q3 2018
2018,3056.8,30.0,0.53945076,SaleID_350,Singapore,Web,Department Store,Mountaineering Equipment,Eyewear,Cat Eye,Q3 2018
2018,3379.85,37.0,0.57119945,SaleID_351,Singapore,Web,Department Store,Personal Accessories,Eyewear,Dante,Q3 2018
2018,17036.0,234.0,0.42117501,SaleID_352,Singapore,Web,Department Store,Mountaineering Equipment,Eyewear,Fairway,Q3 2018
2018,48184.0,212.0,0.46102778,SaleID_353,Singapore,Web,Department Store,Personal Accessories,Eyewear,Inferno,Q3 2018
2018,5339.2,32.0,0.48274393,SaleID_354,Singapore,Web,Department Store,Camping Equipment,Eyewear,Maximus,Q3 2018
2018,14468.0,322.0,0.39173719,SaleID_355,Korea,Sales visit,Department Store,Personal Accessories,Safety,Husky Harness Extreme,Q3 2018
2018,30932.0,166.0,0.45766736,SaleID_356,Korea,Sales visit,Department Store,Mountaineering Equipment,Safety,Granite Signal Mirror,Q3 2018
2018,32508.6,123.0,0.44919021,SaleID_357,Korea,Sales visit,Department Store,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Q3 2018
2018,5170.0,41.0,0.49010651,SaleID_358,Korea,Sales visit,Department Store,Camping Equipment,Climbing Accessories,Granite Belay,Q3 2018
2018,7065.4,41.0,0.30165733,SaleID_359,Korea,Sales visit,Department Store,Mountaineering Equipment,Climbing Accessories,Granite Pulley,Q3 2018
2018,21280.9,67.0,0.31126435,SaleID_360,Korea,Sales visit,Department Store,Personal Accessories,Climbing Accessories,Firefly Climbing Lamp,Q3 2018
2018,18476.32,36.0,0.32477575,SaleID_361,Korea,Sales visit,Department Store,Camping Equipment,Climbing Accessories,Firefly Charger,Q3 2018
2018,15542.32,224.0,0.25468085,SaleID_362,Korea,Sales visit,Department Store,Sports Equipment,Navigation,Glacier GPS Extreme,Q3 2018
2018,8165.2,134.0,0.29363339,SaleID_363,Korea,Sales visit,Department Store,Personal Accessories,Insect Repellents,BugShield Natural,Q3 2018
2018,39702.2,385.0,0.48843327,SaleID_364,Korea,Sales visit,Department Store,Sports Equipment,Insect Repellents,BugShield Extreme,Q3 2018
2018,4687.0,141.0,0.53393939,SaleID_365,Korea,Sales visit,Department Store,Mountaineering Equipment,Sunscreen,Sun Shelter Stick,Q3 2018
2018,9673.76,2475.0,0.50371198,SaleID_366,Korea,Sales visit,Department Store,Camping Equipment,Sunscreen,Sun Shelter 30,Q3 2018
2018,16484.2,251.0,0.48613982,SaleID_367,Korea,Sales visit,Department Store,Mountaineering Equipment,First Aid,Compact Relief Kit,Q3 2018
2018,13811.92,374.0,0.51217037,SaleID_368,Korea,Other,Sports Store,Personal Accessories,Cooking Gear,TrailChef Cup,Q3 2018
2018,4072.96,1979.0,0.51238613,SaleID_369,Korea,Other,Sports Store,Mountaineering Equipment,Cooking Gear,TrailChef Single Flame,Q3 2018
2018,52008.84,615.0,0.30145017,,,,,,,,
2000,42334.12,308.0,0.3869019,SaleID_371,China,Fax,Mall,Personal Accessories,Irons,Lady Hailstorm Titanium Irons,Q3 2018
2018,25319.26,1036.0,0.39499385,SaleID_372,China,Fax,Mall,Mountaineering Equipment,Woods,Hailstorm Steel Woods Set,Q3 2018
2018,6241.5,357.0,0.53947977,,,,,,,,
2018,46455.12,474.0,0.34560737,SaleID_374,China,Fax,Mall,Mountaineering Equipment,Golf Accessories,Course Pro Golf and Tee Set,Q3 2018
2018,17945.75,249.0,0.2833564,,,,,,,,
2018,12346.24,374.0,0.52397327,SaleID_376,China,Phone,Mall,Sports Equipment,Irons,Lady Hailstorm Steel Irons,Q3 2018
2018,33815.92,490.0,0.41396584,,,,,,,,
2018,3630.68,246.0,0.54351762,,,,,,,,
2018,9899.44,616.0,0.54007519,,,,,,,,
2018,26282.62,432.0,0.58053572,,,,,,,,
2018,10233.2,96.0,0.5490538,SaleID_381,China,Phone,Mall,Personal Accessories,Woods,Lady Hailstorm Steel Woods Set,Q3 2018
2018,8559.18,75.0,0.50188456,SaleID_382,China,Phone,Mall,Personal Accessories,Putters,Blue Steel Max Putter,Q3 2018
2018,2490.5,27.0,0.57996444,SaleID_383,China,Phone,Mall,Personal Accessories,Golf Accessories,Course Pro Gloves,Q3 2018
2018,14767.18,2345.0,0.54194888,SaleID_384,China,Phone,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,Q3 2018
2018,8119.0,662.0,0.46514403,SaleID_385,China,Phone,Outdoors Shop,Mountaineering Equipment,Cooking Gear,TrailChef Double Flame,Q3 2018
2018,18906.58,1484.0,0.60732072,,,,,,,,
2018,77105.61,123.0,0.3406202,SaleID_387,China,Phone,Outdoors Shop,Outdoor Protection,Safety,Granite Climbing Helmet,Q3 2018
2018,621.5,12.0,0.45870566,SaleID_388,China,Phone,Outdoors Shop,Camping Equipment,Safety,Husky Harness,Q3 2018
2018,7644.48,246.0,0.36316947,SaleID_389,China,Phone,,Sports Equipment,Safety,Husky Harness Extreme,Q3 2018
2018,24514.67,219.0,0.29895209,SaleID_390,China,Phone,,Camping Equipment,Eyewear,Polar Ice,Q3 2018
2018,12765.5,148.0,0.49126801,SaleID_391,China,Phone,Outdoors Shop,Camping Equipment,Eyewear,,Q3 2018
2018,11604.57,69.0,0.46186652,SaleID_392,China,Web,Mall,Personal Accessories,Watches,Venue,Q3 2018
2018,11703.2,130.0,0.38970215,SaleID_393,China,Web,Mall,Mountaineering Equipment,Watches,Infinity,Q3 2018
2018,36928.9,290.0,0.48057338,SaleID_394,China,Web,Mall,Outdoor Protection,Watches,Lux,Q3 2018
2018,34479.0,1211.0,0.32577446,SaleID_395,China,Web,Mall,Camping Equipment,Watches,Sam,Q3 2018
2018,12461.2,72.0,0.48155616,SaleID_396,China,Web,Mall,Personal Accessories,Watches,TX,Q3 2018
2018,37816.0,842.0,0.39225156,SaleID_397,China,Web,Mall,Camping Equipment,Watches,Legend,Q3 2018
2018,83900.0,445.0,0.45356253,SaleID_398,China,Web,Mall,Camping Equipment,Watches,Kodiak,Q3 2018
2018,5890.96,74.0,0.51267313,SaleID_399,Australia,Phone,Outdoors Shop,Outdoor Protection,Rope,Husky Rope 60,Q3 2018
2018,2300.0,22.0,0.55063636,SaleID_400,Australia,Phone,Outdoors Shop,Camping Equipment,Rope,Husky Rope 100,Q3 2018
2018,63300.0,397.0,0.4624481,SaleID_401,Australia,Phone,Outdoors Shop,Personal Accessories,Rope,Husky Rope 200,Q3 2018
2018,27360.0,190.0,0.38764307,SaleID_402,Australia,Phone,Outdoors Shop,Outdoor Protection,Safety,Granite Climbing Helmet,Q3 2018
2018,18358.0,53.0,0.34482638,SaleID_403,Australia,Phone,Outdoors Shop,Personal Accessories,Safety,Husky Harness,Q3 2018
2018,4388.4,1210.0,0.77056338,SaleID_404,Australia,Phone,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness Extreme,Q3 2018
2018,35873.2,572.0,0.27099426,SaleID_405,Australia,Phone,Outdoors Shop,Sports Equipment,Safety,Granite Signal Mirror,Q3 2018
2018,3103.66,1519.0,0.50494949,SaleID_406,Australia,Phone,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,Q3 2018
2018,31668.45,217.0,0.42428863,SaleID_407,Australia,Phone,Outdoors Shop,Camping Equipment,Climbing Accessories,Granite Belay,Q3 2018
2018,45459.86,184.0,0.40814629,SaleID_408,Australia,Phone,Outdoors Shop,Outdoor Protection,Climbing Accessories,Granite Pulley,Q3 2018
2018,27177.26,4053.0,0.64794638,SaleID_409,Australia,Web,Department Store,Outdoor Protection,Tents,Star Peg,Q3 2018
2018,4470.8,894.0,0.64469388,SaleID_410,Australia,Web,Department Store,Mountaineering Equipment,Sleeping Bags,Hibernator Lite,Q3 2018
2018,2262.0,96.0,0.61869565,SaleID_411,Australia,Web,Department Store,Mountaineering Equipment,Sleeping Bags,,Q3 2018
2018,18379.0,81.0,0.47148367,SaleID_412,Australia,Web,Department Store,Personal Accessories,Sleeping Bags,Hibernator Pad,Q3 2018
2018,5700.0,30.0,0.4792,SaleID_413,Australia,Web,Department Store,Mountaineering Equipment,Sleeping Bags,Hibernator Pillow,Q3 2018
2018,3460.0,23.0,0.37,SaleID_414,Australia,Web,Department Store,Personal Accessories,Sleeping Bags,Hibernator Camp Cot,Q3 2018
2018,38745.6,282.0,0.3869019,SaleID_415,Australia,Web,Department Store,Outdoor Protection,Packs,Canyon Mule Climber Backpack,Q3 2018
2018,15733.99,643.0,0.39499385,,,,,,,,
2018,12952.0,56.0,0.35751478,SaleID_417,Australia,Web,Department Store,Personal Accessories,Packs,Canyon Mule Cooler,Q3 2018
2018,26490.0,184.0,0.38863054,SaleID_418,Australia,Web,Department Store,Personal Accessories,Packs,Canyon Mule Carryall,Q3 2018
2018,25518.0,73.0,0.34537808,SaleID_419,Australia,Web,Department Store,Camping Equipment,Lanterns,Firefly Lite,Q3 2018
2018,27833.76,66.0,0.50000785,SaleID_420,Australia,Web,Department Store,Personal Accessories,Lanterns,Firefly Mapreader,Q3 2018
2018,57706.12,68.0,0.44751289,SaleID_421,Australia,Sales visit,Discount Retailer,Personal Accessories,Eyewear,Polar Sun,Q3 2018
2018,43964.48,178.0,0.40814629,SaleID_422,Australia,Sales visit,Discount Retailer,Camping Equipment,Eyewear,Polar Ice,Q3 2018
2018,6156.4,311.0,0.50540816,SaleID_423,Australia,Sales visit,Discount Retailer,Camping Equipment,Eyewear,Polar Sports,Q3 2018
